Fighter Name,Fighter Record,Fighter Height,Fighter Weight,Fighter Reach,Fighter Stance,Fighter DOB,Fighter SLpM,Fighter Striking Accuracy,Fighter SApM,Fighter Striking Defence,Fighter Take Down Average,Fighter Take Down Accuracy,Fighter Take Down Defence,Fighter Submission Average,wins,loss,tie
Jack Hermansson,"['16', '4', '0']",73,185,77,Orthodox,"Jun10,1988",5.09,53,2.3,65,1.36,30,75,0.0,16,4,0
Junior Hernandez,"['14', '6', '0']",69,135,69,Orthodox,"Jul22,1986",2.72,28,5.51,64,0.0,0,0,0.0,14,6,0
Alexander Hernandez,"['9', '1', '0']",69,155,72,Orthodox,"Oct01,1992",11.43,61,5.71,63,0.0,0,0,0.0,9,1,0
Geane Herrera,"['9', '3', '0']",65,125,66,Orthodox,"May27,1990",1.51,31,5.07,52,0.83,37,38,0.6,9,3,0
Felice Herrig,"['14', '6', '0']",64,115,65,Orthodox,"Sep18,1984",3.31,33,4.1,54,1.5,41,60,1.3,14,6,0
Heath Herring,"['28', '14', '0 (1 NC)']",76,250,78,Orthodox,"Mar02,1978",2.37,50,1.77,54,1.22,50,32,0.7,28,14,0
Clint Hester,"['11', '6', '0']",74,205,77,Orthodox,"Nov21,1986",3.36,42,3.44,56,1.02,35,60,0.0,11,6,0
Jimy Hettes,"['11', '3', '0']",69,145,71,Southpaw,"Jun09,1987",3.47,57,3.5,57,5.2,44,61,1.4,11,3,0
Marcus Hicks,"['9', '3', '0 (1 NC)']",66,155,64,Southpaw,"Nov25,1975",1.42,43,3.06,61,2.7,53,25,4.0,9,3,0
Jay Hieron,"['23', '7', '0']",72,170,75,Orthodox,"Jul29,1976",1.66,32,1.89,61,4.05,60,66,1.0,23,7,0
Jason High,"['19', '5', '0']",68,155,71,Southpaw,"Oct12,1981",1.28,42,1.56,48,2.36,63,37,2.8,19,5,0
Corey Hill,"['4', '4', '0']",76,155,80,Orthodox,"Oct03,1978",3.57,46,1.61,70,3.02,80,100,0.0,4,4,0
Angela Hill,"['8', '4', '0']",63,115,64,Orthodox,"Jan12,1985",5.42,50,5.07,62,0.32,50,72,0.0,8,4,0
Hatsu Hioki,"['27', '9', '2']",71,145,70,Orthodox,"Jul18,1983",2.42,42,2.12,65,2.55,56,54,0.6,27,9,2
Kuniyoshi Hironaka,"['19', '8', '0']",70,168,70,Orthodox,"Jun17,1976",1.98,40,3.01,54,1.91,30,25,0.6,19,8,0
Mizuto Hirota,"['19', '9', '2']",67,155,67,Orthodox,"May05,1981",3.66,40,3.7,53,1.55,50,60,0.0,19,9,2
Kwan Ho Kwak,"['9', '2', '0']",65,135,70,Switch,"Jun18,1989",3.29,41,3.45,47,0.78,100,26,0.0,9,2,0
Matt Hobar,"['9', '3', '0']",70,135,70,Southpaw,"Jan07,1987",3.23,42,4.27,52,3.66,44,50,0.0,9,3,0
Andrew Holbrook,"['12', '3', '0']",71,155,70,Southpaw,"Feb06,1986",2.2,49,3.0,54,0.85,18,10,2.1,12,3,0
Roger Hollett,"['13', '5', '0']",71,205,70,Orthodox,"Oct08,1978",1.83,47,6.47,34,1.0,28,30,0.0,13,5,0
Max Holloway,"['19', '3', '0']",71,145,69,Orthodox,"Dec04,1991",6.2,43,3.9,65,0.28,80,83,0.5,19,3,0
Holly Holm,"['11', '4', '0']",68,145,69,Southpaw,"Oct17,1981",2.79,32,2.9,57,0.21,18,78,0.0,11,4,0
Kurt Holobaugh,"['17', '4', '0 (1 NC)']",71,145,73,Orthodox,"Sep08,1986",3.52,44,3.0,55,0.45,50,60,1.4,17,4,0
Paddy Holohan,"['12', '2', '1']",70,125,69,Orthodox,"May03,1988",2.13,46,2.81,46,2.88,47,71,1.3,12,2,1
Scott Holtzman,"['11', '2', '0']",69,155,69,Orthodox,"Sep30,1983",4.33,50,3.43,56,3.08,60,57,0.3,11,2,0
Sabah Homasi,"['11', '8', '0']",72,170,72,Orthodox,"Oct19,1988",4.98,48,6.91,47,2.8,50,66,0.0,11,8,0
Mark Hominick,"['20', '12', '0']",68,145,68,Orthodox,"Jul22,1982",4.08,42,4.18,69,0.25,66,71,0.9,20,12,0
Dan Hooker,"['16', '7', '0']",72,155,75,Switch,"Feb13,1990",3.71,42,4.39,56,0.58,42,77,0.4,16,7,0
Darrell Horcher,"['13', '3', '0']",70,155,70,Southpaw,"Jul28,1987",2.04,47,4.32,37,0.39,100,47,0.8,13,3,0
Kyoji Horiguchi,"['18', '2', '0']",65,125,66,Orthodox,"Oct12,1990",3.6,45,2.45,62,2.0,44,55,0.0,18,2,0
Jeremy Horn,"['88', '21', '5 (1 NC)']",73,185,74,Orthodox,"Aug25,1975",1.19,39,1.99,55,1.83,38,29,1.1,88,21,5
Chris Horodecki,"['18', '3', '1 (1 NC)']",69,155,69,Orthodox,"Sep24,1987",4.59,41,3.16,65,1.52,55,37,0.9,18,3,1
Jeff Hougland,"['10', '6', '0']",67,135,68,Orthodox,"Aug02,1978",1.86,48,3.46,47,0.86,18,0,1.1,10,6,0
Brian Houston,"['4', '2', '0']",74,185,78,Orthodox,"Apr26,1981",1.9,35,3.67,53,0.95,100,87,0.0,4,2,0
John Howard,"['23', '12', '0']",67,170,71,Orthodox,"Mar01,1983",2.15,50,3.08,51,2.7,49,53,0.4,23,12,0
Shane Howell,"['13', '9', '0']",68,125,69,Orthodox,"Nov28,1983",1.27,32,2.55,42,0.0,0,20,0.0,13,9,0
Roger Huerta,"['21', '5', '1 (1 NC)']",69,155,70,Orthodox,"May20,1983",3.64,36,2.33,56,2.13,46,52,0.5,21,5,1
Matt Hughes,"['45', '9', '0']",69,170,73,Switch,"Oct13,1973",2.14,53,1.36,53,2.95,50,35,1.2,45,9,0
Mark Hunt,"['13', '12', '1 (1 NC)']",70,265,72,Orthodox,"Mar23,1974",2.91,44,2.87,51,0.54,55,63,0.2,13,12,1
Adam Hunter,"['7', '1', '0']",73,185,73,Orthodox,"Oct16,1983",0.0,0,0.0,0,0.0,0,0,0.0,7,1,0
Al Iaquinta,"['13', '3', '1']",69,155,70,Orthodox,"Apr30,1987",4.95,41,3.7,64,1.22,29,84,0.5,13,3,1
Dan Ige,"['8', '2', '0']",67,145,71,Orthodox,"Aug06,1991",3.14,38,3.28,64,2.64,26,50,1.6,8,2,0
Guto Inocente,"['6', '4', '0']",75,205,77,Orthodox,"May29,1986",4.13,66,2.92,54,0.67,33,66,0.7,6,4,0
Naoki Inoue,"['11', '0', '0']",69,125,71,Orthodox,"Jun14,1997",4.13,53,2.0,59,0.0,0,50,5.0,11,0,0
James Irvin,"['15', '9', '0 (2 NC)']",74,205,75,Orthodox,"Sep12,1978",2.03,48,3.86,35,0.0,0,36,0.5,15,9,0
Teruto Ishihara,"['11', '5', '2']",67,135,69,Southpaw,"Jul23,1991",3.21,45,3.35,54,0.54,18,32,0.0,11,5,2
Leandro Issa,"['13', '6', '0']",67,135,69,Orthodox,"Sep19,1983",2.08,37,3.17,58,2.38,22,50,1.2,13,6,0
Yves Jabouin,"['20', '11', '0']",67,135,68,Orthodox,"May30,1979",3.06,41,2.93,62,1.94,60,82,0.1,20,11,0
Rampage Jackson,"['36', '11', '0']",73,205,73,Orthodox,"Jun20,1978",3.25,54,2.51,55,1.52,56,73,0.1,36,11,0
Damon Jackson,"['9', '1', '1 (1 NC)']",71,145,71,Switch,"Aug08,1988",2.71,35,3.9,43,1.77,20,60,0.0,9,1,1
Jason Jackson,"['7', '2', '0']",73,170,78,Orthodox,"Oct30,1990",1.31,43,2.24,52,5.61,100,100,0.0,7,2,0
Dustin Jacoby,"['6', '3', '0']",76,185,78,Orthodox,"Apr04,1988",1.5,25,2.65,61,0.0,0,28,0.0,6,3,0
Ryan Janes,"['10', '3', '0']",75,185,76,Orthodox,"Aug22,1981",7.69,48,5.53,59,0.35,100,58,0.0,10,3,0
Josh Janousek,"['8', '1', '0']",71,185,73,Orthodox,"Sep25,1980",0.0,0,0.0,0,0.0,0,0,0.0,8,1,0
Dave Jansen,"['15', '3', '0']",69,155,73,Orthodox,"Aug21,1979",2.94,33,3.67,58,2.79,28,38,0.9,15,3,0
Keith Jardine,"['17', '10', '2']",74,185,76,Orthodox,"Oct31,1975",3.25,36,2.98,59,1.18,45,62,0.7,17,10,2
Brock Jardine,"['9', '3', '0']",71,170,73,Orthodox,"Jul10,1985",1.06,30,3.34,56,0.0,0,14,0.8,9,3,0
Rony Jason,"['15', '7', '0 (1 NC)']",67,145,70,Orthodox,"Mar21,1984",2.04,44,3.14,53,0.59,30,36,0.8,15,7,0
Joanna Jedrzejczyk,"['14', '1', '0']",66,115,65,Orthodox,"Aug18,1987",6.76,49,2.48,67,0.19,66,81,0.0,14,1,0
Ryan Jensen,"['15', '8', '0']",73,185,76,Orthodox,"Sep20,1977",2.84,39,2.99,59,1.55,50,31,1.9,15,8,0
Chanmi Jeon,"['5', '2', '0']",65,115,67,Orthodox,"Aug28,1997",6.23,31,7.77,55,0.0,0,0,0.0,5,2,0
Ryan Jimmo,"['19', '5', '0']",73,205,73,Orthodox,"Nov27,1981",3.12,66,2.77,46,0.45,28,87,0.0,19,5,0
Li Jingliang,"['14', '5', '0']",72,170,71,Orthodox,"Mar20,1988",4.58,42,3.36,58,1.35,32,56,0.0,14,5,0
Carls John De Tomas,"['8', '2', '0']",65,125,71,Southpaw,"Aug28,1996",1.74,37,3.93,44,1.37,33,66,0.0,8,2,0
Brett Johns,"['15', '0', '0']",67,135,71,Orthodox,"Feb21,1992",3.48,54,2.66,66,6.89,70,100,1.0,15,0,0
Anthony Johnson,"['22', '6', '0']",74,205,78,Orthodox,"Mar06,1984",3.25,47,1.83,60,2.43,57,77,0.6,22,6,0
DaMarques Johnson,"['18', '12', '0']",73,170,75,Orthodox,"Jun28,1982",2.11,37,3.75,51,1.18,55,19,0.7,18,12,0
Lavar Johnson,"['17', '7', '0']",76,240,82,Orthodox,"Jun11,1977",5.39,55,2.54,55,0.61,66,54,0.6,17,7,0
Demetrious Johnson,"['27', '2', '1']",63,125,66,Orthodox,"Aug13,1986",3.44,54,1.64,67,3.54,56,65,0.6,27,2,1
Michael Johnson,"['18', '13', '0']",70,155,73,Southpaw,"Jun04,1986",4.13,36,4.03,57,0.61,50,79,0.1,18,13,0
Kajan Johnson,"['23', '12', '1']",71,155,75,Orthodox,"Apr21,1984",2.43,45,1.7,61,1.99,37,66,0.2,23,12,1
Dashon Johnson,"['9', '2', '0']",67,145,70,Orthodox,"Jan25,1988",1.01,69,3.83,35,0.85,33,63,0.8,9,2,0
Tim Johnson,"['12', '4', '0']",75,265,77,Southpaw,"Mar13,1985",3.43,45,3.08,44,1.09,24,69,0.0,12,4,0
Jordan Johnson,"['9', '0', '0']",74,205,79,Orthodox,"Nov18,1988",3.11,44,2.96,52,2.67,36,100,0.7,9,0,0
Daniel Jolly,"['5', '2', '0']",73,205,75,Orthodox,"Sep03,1984",1.32,46,3.39,44,2.83,33,50,0.0,5,2,0
Jon Jones,"['22', '1', '0 (1 NC)']",76,205,84,Orthodox,"Jul19,1987",4.41,55,2.12,65,2.13,50,95,0.6,22,1,0
Justin Jones,"['9', '2', '0']",71,185,78,Orthodox,"Sep06,1987",1.7,36,3.17,45,1.0,15,46,0.5,9,2,0
Jamelle Jones,"['7', '5', '0']",72,205,75,Orthodox,"Jan31,1988",1.78,80,3.11,65,0.0,0,0,0.0,7,5,0
Jocelyn Jones-Lybarger,"['6', '4', '0']",67,115,64,Orthodox,"Oct04,1985",2.96,31,4.83,56,0.34,25,81,0.0,6,4,0
Shawn Jordan,"['18', '7', '0']",72,260,75,Southpaw,"Oct21,1984",2.87,50,3.3,47,1.97,38,76,0.1,18,7,0
Ivan Jorge,"['26', '5', '0']",69,155,73,Orthodox,"Nov07,1980",3.41,49,2.91,59,1.56,16,75,0.6,26,5,0
Scott Jorgensen,"['15', '12', '0']",65,135,66,Orthodox,"Sep17,1982",3.37,40,3.41,65,2.61,45,59,0.7,15,12,0
Krzysztof Jotko,"['19', '3', '0']",73,185,77,Southpaw,"Aug19,1989",2.96,45,1.68,60,1.25,42,86,0.1,19,3,0
Alan Jouban,"['16', '6', '0']",72,170,73,Southpaw,"Nov25,1981",5.41,53,3.48,60,0.52,50,62,0.0,16,6,0
Luke Jumeau,"['13', '4', '0']",71,170,72,Orthodox,"Feb12,1988",3.38,49,3.51,54,0.33,100,91,0.0,13,4,0
Chan Sung Jung,"['14', '4', '0']",67,145,72,Orthodox,"Mar17,1987",3.78,38,3.45,62,1.12,71,68,0.9,14,4,0
Myles Jury,"['17', '2', '0']",70,145,73,Orthodox,"Oct31,1988",2.66,40,1.34,73,2.58,55,50,0.3,17,2,0
Cris Cyborg,"['20', '1', '0 (1 NC)']",68,145,68,Orthodox,"Jul09,1985",7.02,52,1.79,70,0.85,62,91,0.3,20,1,0
Sirwan Kakai,"['12', '3', '0']",65,135,66,Orthodox,"Oct03,1989",3.57,41,4.63,62,4.0,42,83,0.0,12,3,0
Martin Kampmann,"['20', '7', '0']",72,170,72,Orthodox,"Apr17,1982",3.22,42,3.28,62,1.86,41,78,2.0,20,7,0
Bharat Kandare,"['5', '3', '0']",67,135,72,Orthodox,"Jun20,1987",0.7,10,1.88,72,0.0,0,0,0.0,5,3,0
Masanori Kanehara,"['25', '13', '5']",67,135,67,Orthodox,"Nov19,1982",1.88,49,1.63,62,1.44,50,63,0.9,25,13,5
Denis Kang,"['34', '15', '2 (2 NC)']",71,185,77,Orthodox,"Sep17,1977",2.27,35,1.65,67,2.51,65,38,1.2,34,15,2
Kyung Ho Kang,"['14', '7', '0 (1 NC)']",69,135,72,Orthodox,"Sep09,1987",1.93,43,1.58,56,2.59,68,77,1.6,14,7,0
Alex Karalexis,"['10', '6', '0']",68,155,66,Orthodox,"Sep20,1977",2.39,38,2.37,57,2.64,42,86,1.1,10,6,0
Nadia Kassem,"['5', '0', '0']",65,115,66,Southpaw,"Nov15,1995",3.47,49,3.0,35,0.0,0,42,6.0,5,0,0
Yusuke Kasuya,"['9', '3', '2']",67,155,67,Southpaw,"Nov16,1989",2.17,44,4.34,48,1.36,33,0,0.0,9,3,2
Calvin Kattar,"['18', '2', '0']",71,145,72,Orthodox,"Mar26,1988",6.27,45,6.34,58,1.17,50,100,0.0,18,2,0
Sarah Kaufman,"['17', '4', '0 (1 NC)']",65,135,67,Orthodox,"Sep20,1985",6.65,46,4.0,62,0.38,57,81,0.0,17,4,0
Tatsuya Kawajiri,"['35', '10', '2']",67,145,69,Orthodox,"May08,1978",2.04,44,2.01,50,3.63,48,63,1.1,35,10,2
Julie Kedzie,"['16', '13', '0']",65,135,64,Orthodox,"Mar18,1981",2.9,36,3.18,46,1.14,23,78,0.0,16,13,0
Chris Kelades,"['9', '3', '0']",67,125,68,Orthodox,"Feb21,1981",2.4,43,2.64,48,1.04,18,53,0.3,9,3,0
Brian Kelleher,"['19', '8', '0']",66,135,66,Switch,"Aug19,1986",5.65,48,5.37,54,1.37,37,84,0.9,19,8,0
Paul Kelly,"['12', '4', '0']",69,155,70,Orthodox,"Sep12,1984",3.22,37,2.61,59,1.34,60,30,1.5,12,4,0
Daniel Kelly,"['13', '3', '0']",72,185,70,Southpaw,"Oct31,1977",3.69,39,4.57,62,1.93,34,78,0.3,13,3,0
Song Kenan,"['13', '4', '0']",72,170,71,Orthodox,"Mar10,1990",56.0,100,4.0,66,0.0,0,0,0.0,13,4,0
Tim Kennedy,"['18', '6', '0']",71,185,74,Orthodox,"Sep01,1979",2.78,47,1.84,62,2.58,35,70,0.7,18,6,0
Steve Kennedy,"['22', '8', '0']",71,170,71,Orthodox,"Mar07,1983",2.28,35,5.52,45,2.51,33,0,0.0,22,8,0
Jeremy Kennedy,"['11', '1', '0']",71,145,71,Orthodox,"Sep16,1992",2.22,46,2.58,47,5.73,52,66,0.0,11,1,0
Casey Kenney,"['7', '1', '1']",67,125,68,Southpaw,"Mar20,1991",4.47,34,4.1,56,1.5,33,100,1.0,7,1,1
Will Kerr,"['9', '3', '0']",70,155,69,Orthodox,"Oct21,1982",1.91,42,6.22,33,0.0,0,0,14.3,9,3,0
Rustam Khabilov,"['22', '3', '0']",68,155,73,Orthodox,"Nov04,1986",2.12,35,1.72,64,4.17,46,61,0.1,22,3,0
Alfred Khashakyan,"['8', '3', '0']",68,135,70,Orthodox,"Jul17,1988",6.14,42,6.38,40,3.54,25,0,0.0,8,3,0
Katsunori Kikuno,"['23', '8', '2']",68,145,66,Orthodox,"Oct31,1981",2.64,40,2.47,61,1.88,75,76,0.8,23,8,2
Dong Hyun Kim,"['22', '4', '1 (1 NC)']",74,170,76,Southpaw,"Nov17,1981",2.12,49,1.89,58,2.93,43,71,0.6,22,4,1
Dong Hyun Kim,"['16', '8', '3']",71,155,70,Orthodox,"Sep09,1988",3.77,45,4.53,53,1.67,60,33,0.0,16,8,3
Ji Yeon Kim,"['7', '1', '2']",67,125,72,Orthodox,"Oct18,1989",4.27,33,4.97,59,0.0,0,0,0.0,7,1,2
Jeremy Kimball,"['15', '7', '0']",72,205,72,Switch,"Jan03,1991",3.49,54,4.3,50,2.01,25,50,0.0,15,7,0
Rob Kimmons,"['24', '8', '0']",70,185,73,Orthodox,"Jan30,1981",1.86,48,4.79,38,2.08,46,25,2.4,24,8,0
Dustin Kimura,"['12', '3', '0']",67,135,71,Orthodox,"May21,1989",1.33,21,3.82,51,0.93,37,50,2.2,12,3,0
Kyle Kingsbury,"['11', '6', '0 (1 NC)']",76,205,76,Orthodox,"Mar22,1982",2.97,40,3.81,51,2.64,41,52,0.0,11,6,0
Justine Kish,"['6', '2', '0']",65,125,64,Orthodox,"Apr13,1988",4.32,50,4.18,58,1.0,30,55,0.2,6,2,0
Drakkar Klose,"['8', '1', '1']",69,155,70,Orthodox,"Mar09,1988",3.24,50,2.4,63,2.33,43,66,0.0,8,1,1
Jason Knight,"['20', '4', '0']",70,145,71,Orthodox,"Jul14,1992",3.51,34,3.54,51,1.77,32,52,2.1,20,4,0
Erik Koch,"['15', '6', '0']",70,155,71,Southpaw,"Oct04,1988",2.32,40,2.98,45,0.64,50,79,1.1,15,6,0
Syuri Kondo,"['6', '0', '0']",64,115,66,Orthodox,"Feb08,1989",9.0,47,6.33,72,0.0,0,0,0.0,6,0,0
Cheick Kongo,"['29', '9', '2']",76,240,82,Orthodox,"May17,1975",3.33,56,1.28,54,2.3,56,52,0.2,29,9,2
Josh Koscheck,"['19', '10', '0']",70,170,73,Orthodox,"Nov30,1977",1.79,36,2.27,63,2.46,48,64,0.4,19,10,0
Naoyuki Kotani,"['33', '13', '7']",68,155,66,Southpaw,"Dec08,1981",1.02,31,2.89,50,0.83,16,46,0.8,33,13,7
Karolina Kowalkiewicz,"['11', '2', '0']",63,115,65,Orthodox,"Oct15,1985",5.17,36,4.75,56,0.17,25,85,0.0,11,2,0
James Krause,"['24', '8', '0']",74,155,73,Orthodox,"Jun04,1986",4.36,46,4.18,62,1.25,19,48,0.8,24,8,0
Pascal Krauss,"['11', '2', '0']",73,170,72,Orthodox,"Apr19,1987",5.45,47,3.88,59,1.53,50,60,0.9,11,2,0
Nikita Krylov,"['21', '5', '0']",75,205,77,Orthodox,"Mar07,1992",6.55,60,2.87,45,0.37,16,42,1.8,21,5,0
Michael Kuiper,"['12', '3', '0']",72,185,73,Orthodox,"Jun07,1989",3.28,54,3.62,54,2.3,55,79,0.0,12,3,0
Anton Kuivanen,"['17', '6', '0']",68,155,72,Orthodox,"May01,1984",2.27,38,1.63,67,1.2,100,71,0.4,17,6,0
Kiichi Kunimoto,"['18', '7', '2 (1 NC)']",70,170,71,Orthodox,"May01,1981",1.87,44,3.92,41,1.59,20,28,0.3,18,7,2
Yana Kunitskaya,"['10', '4', '0 (1 NC)']",66,145,68,Orthodox,"Nov11,1989",1.46,45,9.66,23,4.39,25,0,0.0,10,4,0
Leo Kuntz,"['17', '3', '1']",70,155,74,Orthodox,"Oct03,1983",1.68,32,3.8,45,1.99,25,33,0.7,17,3,1
Mike Kyle,"['19', '9', '1 (2 NC)']",76,205,77,Orthodox,"Mar31,1980",4.5,51,2.76,54,1.55,62,50,0.9,19,9,1
Aspen Ladd,"['6', '0', '0']",66,135,66,Orthodox,"Mar01,1995",3.44,43,5.43,35,1.99,100,0,0.0,6,0,0
Ryan LaFlare,"['13', '2', '0']",73,170,74,Southpaw,"Oct01,1983",3.02,38,1.87,62,2.46,50,65,0.2,13,2,0
Noad Lahat,"['9', '2', '0']",69,145,69,Orthodox,"Jun08,1984",2.79,46,1.47,63,2.37,26,16,2.4,9,2,0
Tina Lahdemaki,"['5', '1', '0']",62,115,62,Orthodox,"May28,1988",1.93,20,4.67,57,0.0,0,16,0.0,5,1,0
Ricardo Lamas,"['18', '6', '0']",68,145,71,Orthodox,"May21,1982",2.77,43,2.52,58,1.67,32,47,1.0,18,6,0
Jason Lambert,"['25', '12', '0']",75,185,75,Orthodox,"Jun03,1975",3.21,58,1.84,50,1.35,36,28,2.4,25,12,0
Lina Lansberg,"['7', '3', '0']",67,135,65,Orthodox,"Mar13,1982",4.5,58,6.96,46,0.5,12,40,0.0,7,3,0
Taylor Lapilus,"['11', '2', '0']",66,135,73,Southpaw,"Apr08,1992",3.77,45,2.0,61,0.58,40,81,0.6,11,2,0
Anthony Lapsley,"['25', '7', '0 (2 NC)']",69,170,71,Southpaw,"Feb13,1980",0.53,34,0.58,66,0.0,0,20,0.0,25,7,0
Lorenz Larkin,"['18', '5', '0 (1 NC)']",71,170,72,Orthodox,"Sep03,1986",3.53,46,2.74,63,0.27,42,79,0.1,18,5,0
Jeremy Larsen,"['8', '5', '0 (1 NC)']",70,145,70,Orthodox,"May18,1984",4.87,48,5.75,57,2.49,33,0,0.0,8,5,0
Brock Larson,"['33', '6', '0']",71,170,71,Southpaw,"Aug23,1977",1.39,46,1.5,55,2.67,34,43,2.0,33,6,0
Bobby Lashley,"['7', '1', '0']",75,255,78,Orthodox,"Jul16,1976",3.1,63,0.76,63,11.47,70,0,0.0,7,1,0
Ilir Latifi,"['15', '5', '0 (1 NC)']",70,205,73,Orthodox,"Jul28,1983",2.37,42,2.65,52,2.33,37,100,0.7,15,5,0
Jenel Lausa,"['7', '4', '0']",65,125,68,Orthodox,"Aug01,1988",1.58,41,3.69,53,0.67,66,60,1.0,7,4,0
Joe Lauzon,"['27', '15', '0']",70,155,71,Orthodox,"May22,1984",2.64,39,5.02,56,2.46,46,54,2.2,27,15,0
Muhammed Lawal,"['9', '1', '0 (1 NC)']",72,205,78,Southpaw,"Jan11,1981",3.79,52,1.61,66,5.96,75,87,0.0,9,1,0
Robbie Lawler,"['28', '12', '0 (1 NC)']",71,170,74,Southpaw,"Mar20,1982",3.56,44,3.99,60,0.72,65,69,0.0,28,12,0
Tom Lawlor,"['10', '6', '0 (1 NC)']",72,205,74,Southpaw,"May15,1983",2.5,42,2.41,60,2.46,32,57,1.4,10,6,0
Justin Lawrence,"['5', '2', '0']",68,145,67,Orthodox,"May15,1990",3.84,35,2.83,67,0.72,28,73,0.0,5,2,0
Valmir Lazaro,"['13', '4', '0']",72,155,73,Orthodox,"Aug15,1985",4.87,37,4.09,61,1.33,40,96,0.0,13,4,0
Cung Le,"['9', '3', '0']",69,185,69,Southpaw,"May25,1972",4.36,48,2.98,66,1.37,71,88,0.3,9,3,0
Thanh Le,"['6', '1', '0']",69,145,74,Orthodox,"Aug28,1985",1.97,40,1.82,70,0.0,0,100,0.0,6,1,0
Chris Leben,"['22', '11', '0']",71,185,74,Southpaw,"Jul21,1980",2.87,42,2.87,52,1.14,41,53,0.8,22,11,0
Mickael Lebout,"['14', '5', '1 (1 NC)']",71,155,73,Orthodox,"Aug16,1987",2.6,34,2.98,54,0.0,0,60,0.0,14,5,1
Justin Ledet,"['9', '0', '0 (1 NC)']",76,240,80,Orthodox,"Sep28,1988",4.71,41,3.13,61,0.46,100,100,0.5,9,0,0
Vaughan Lee,"['14', '11', '1']",66,125,66,Orthodox,"Oct15,1982",3.47,47,2.07,70,0.81,33,72,1.0,14,11,1
Kevin Lee,"['16', '3', '0']",69,155,77,Orthodox,"Sep04,1992",3.64,42,3.09,52,3.45,42,73,1.4,16,3,0
Rocky Lee,"['3', '2', '0']",69,145,68,Orthodox,"Apr08,1987",2.47,51,5.33,44,1.0,10,33,0.0,3,2,0
Cheyden Leialoha,"['6', '0', '0']",68,135,73,Orthodox,"Mar15,1994",1.87,28,3.2,53,2.0,33,71,0.0,6,0,0
Thales Leites,"['27', '8', '0']",73,185,78,Orthodox,"Sep06,1981",2.1,39,3.0,54,2.03,26,40,1.1,27,8,0
Amanda Lemos,"['6', '1', '1']",64,135,65,Southpaw,"May22,1987",8.63,64,12.81,47,1.9,100,0,0.0,6,1,1
Jesse Lennox,"['15', '3', '0']",69,170,72,Orthodox,"Mar10,1982",2.69,32,3.2,64,1.22,66,63,0.3,15,3,0
Nik Lentz,"['30', '8', '2 (1 NC)']",68,155,68,Orthodox,"Aug13,1984",3.16,48,2.93,47,3.68,36,44,1.4,30,8,2
Brock Lesnar,"['5', '3', '0 (1 NC)']",75,265,81,Orthodox,"Jul12,1977",3.53,72,2.11,50,3.9,55,60,0.5,5,3,0
Valerie Letourneau,"['8', '6', '0']",67,115,68,Orthodox,"Apr29,1983",4.51,37,5.4,58,0.77,45,66,0.3,8,6,0
Marcus LeVesseur,"['22', '7', '0']",69,155,70,Southpaw,"Jul17,1982",2.55,64,3.7,37,3.89,36,83,0.6,22,7,0
Derrick Lewis,"['19', '5', '0 (1 NC)']",75,260,79,Orthodox,"Feb07,1985",3.11,51,1.73,48,0.65,29,57,0.0,19,5,0
Bevon Lewis,"['3', '0', '0']",75,185,79,Orthodox,"May05,1991",6.17,49,3.85,62,0.0,0,100,0.0,3,0,0
Chuck Liddell,"['21', '8', '0']",74,205,76,Orthodox,"Dec17,1969",2.97,35,2.71,56,0.44,75,81,0.0,21,8,0
Hyun Gyu Lim,"['13', '7', '1']",75,170,77,Orthodox,"Jan16,1985",4.45,41,5.07,51,0.23,100,73,0.2,13,7,1
Juliana Lima,"['9', '5', '0']",65,115,65,Orthodox,"Mar15,1982",1.94,44,2.11,55,1.72,31,70,0.0,9,5,0
Dhiego Lima,"['14', '6', '0']",74,170,74,Orthodox,"Jan31,1989",3.59,48,3.98,52,3.52,66,33,2.3,14,6,0
Matt Lindland,"['22', '9', '0']",72,185,74,Southpaw,"May17,1970",2.62,50,1.56,52,3.01,48,60,1.3,22,9,0
Jake Lindsey,"['9', '3', '0']",71,155,71,Switch,"Jun21,1986",3.44,52,4.01,46,0.65,33,50,0.0,9,3,0
John Lineker,"['30', '8', '0']",63,135,67,Orthodox,"Jun12,1990",5.02,39,3.98,55,0.56,60,67,0.6,30,8,0
Dean Lister,"['11', '7', '0']",73,185,75,Orthodox,"Feb13,1976",1.26,35,1.89,61,1.58,15,50,1.1,11,7,0
Artem Lobov,"['14', '14', '1 (1 NC)']",69,145,65,Southpaw,"Aug11,1986",3.38,42,4.55,49,0.45,25,54,0.0,14,14,1
David Loiseau,"['20', '10', '0']",72,185,76,Orthodox,"Dec17,1979",1.59,44,3.64,43,0.43,42,36,0.1,20,10,0
Hector Lombard,"['34', '9', '1 (2 NC)']",69,185,71,Southpaw,"Feb02,1978",3.02,45,3.32,53,1.86,48,82,0.5,34,9,1
Matthew Lopez,"['10', '2', '0']",67,135,69,Southpaw,"Jan21,1987",2.74,50,3.02,56,2.72,66,60,1.0,10,2,0
Benito Lopez,"['9', '0', '0']",70,135,73,Switch,"Apr06,1994",5.17,45,5.33,60,0.0,0,84,0.5,9,0,0
Duane Ludwig,"['29', '14', '0']",70,170,70,Orthodox,"Aug04,1978",4.61,44,3.04,57,0.43,25,59,0.1,29,14,0
